ID,Name,Latitude,Longitude
KFOT,Fortuna Rohnerville Airport,40.55296,-124.13338
KLPC,"Lompoc, Lompoc Airport",34.66667,-120.46667
KLVK,"Livermore, Livermore Municipal Airport",37.69278,-121.81444
KLXV,"Leadville, Lake County Airport",39.22806,-106.31611
K04V,"Saguache, Saguache Municipal Airport",38.09722,-106.16861
KAJZ,Delta/Blake Field Airport,38.78688,-108.06584
KRCV,Astronaut Kent Rominger - Del Norte,37.7138,-106.352
KMTJ,"Montrose, Montrose Regional Airport",38.505,-107.8975
K20V,"Kremmling, Mc Elroy Airfield",40.05361,-106.36889
KCFO,Colorado Air and Space Port Airport,39.78419,-104.53764
KC07,Walton Peak,40.35442,-106.69922
KFLY,Meadow Lake Airport,38.94391,-104.5684
K2V5,Wray Municipal Airport,40.09929,-102.24308
KANK,Harriet Alexander Field Airport,38.53828,-106.04864
KPUB,Pueblo Memorial Airport,38.28869,-104.5057
KAFF,Air Force Academy,38.96667,-104.81667
KAKO,Colorado Plains Regional Airport,40.17428,-103.21459
KALS,San Luis Valley Regional Airport,37.43933,-105.8618
KAPA,Denver - Centennial Airport,39.55991,-104.84841
KRIL,Garfield County Regional Airport,39.52793,-107.71961
KASE,Aspen-Pitkin County Airport,39.22992,-106.87051
KABH,ELLICOTT-B AFA,38.7578,-104.3013
K0CO,Berthoud Pass,39.79453,-105.76393
KBDU,Boulder Municipal Airport,40.0394297,-105.2258217
KLMO,Vance Brand Airport,40.16115,-105.16042
KSTK,Sterling Municipal Airport,40.61331,-103.26109
K4V0,Rangely Airport,40.09397,-108.76306
KEIK,Erie Municipal Airport,40.01169,-105.05033
KBJC,Broomfield / Jeffco,39.90085,-105.10417
KBKF,Buckley Space Force Base,39.71331,-104.75806
K33V,Walden-Jackson County Airport,40.7454,-106.2754
KSBS,Steamboat Springs,40.5153,-106.86767
KCAG,Craig-Moffat Airport,40.49297,-107.52394
KCEZ,Cortez-Montezuma County Airport,37.30706,-108.62644
K4BM,Wilkerson Pass,39.05028,-105.51444
K4V1,Spanish Peaks Airfield,37.6966,-104.7848
KCOS,City of Colorado Springs Municipal Airport,38.80949,-104.68873
KFMM,Fort Morgan Municipal Airport,40.33148,-103.80704
K5SM,Sunlight,39.42556,-107.37917
KDEN,"Denver, Denver International Airport",39.84658,-104.65622
KTAD,Perry Stokes Airport,37.26218,-104.33184
KTEX,"Telluride, Telluride Regional Airport",37.95389,-107.90861
KDRO,Durango-La Plata County Airport,37.14312,-107.76023
KEEO,Meeker Airport,40.0444,-107.88832
KEGE,Eagle County Regional,39.65,-106.91667
KSHM,Schriever AFB,38.8,-104.5167
K7BM,Cottonwood Pass,38.7825,-106.21806
KCWN,Cheyenne Mountain,38.74343,-104.84334
KFCS,Butts Army Airfield (Fort Carson),38.68312,-104.75977
K1V6,Fremont County Airport,38.42856,-105.10685
KFNL,Fort Collins/Loveland - Northern Colorado Regional Airport,40.45,-105.01667
KGNB,Granby-Grand County Airport,40.09006,-105.91664
K2V6,Yuma Municipal Airport,40.1046,-102.7128
KGJT,Grand Junction Regional Airport,39.13389,-108.53861
KGUC,"Gunnison, Gunnison-Crested Butte Regional Airport",38.53333,-106.93333
KPSO,"Stevens Field, Pagosa Springs",37.2862,-107.056
KGXY,"Greeley, Greeley-Weld County Airport",40.43333,-104.63333
KCCU,Copper Mountain - Red Cliff Pass,39.47523,-106.15228
KCPW,"Pagosa Springs, Wolf Creek Pass",37.45139,-106.80028
KC08,Silver West Airport,38.01328,-105.37427
KHDN,"Hayden, Yampa Valley Airport",40.48333,-107.21667
KMNH,Elbert Mountain - Monument Pass,39.22317,-104.64226
KVTP,"La Veta Mountain, La Veta Pass",37.50111,-105.16694
KITR,Burlington - Carson County Airport,39.24149,-102.2819
KC99,DAKOTA HILL,39.8666,-105.55
K1JW,Juliet - Peetz,40.9667,-103.2
KLAA,Lamar Municipal Airport,38.07178,-102.68745
KLHX,La Junta Municipal Airport,38.04949,-103.51334
KLIC,Limon Municipal Airport,39.27334,-103.66738
K1MW,MIKE (HAXTUN),40.7,-103.48
K8V7,SPRINGFIELD,37.45872,-102.618
KBDL,"Windsor Locks, Bradley International Airport",41.93806,-72.6825
KBDR,"Bridgeport, Sikorsky Memorial Airport",41.16421,-73.12663
KOXC,"Oxford, Waterbury-Oxford Airport",41.48333,-73.13333
K4B8,Robertson Field Airport,41.68933,-72.86469
KGON,"Groton / New London, Groton / New London Airport",41.3275,-72.04944
KHFD,"Hartford, Hartford-Brainard Airport",41.735,-72.65167
KMMK,"Meriden, Meriden Markham Municipal Airport",41.50972,-72.82778
KHVN,"New Haven, Tweed-New Haven Airport",41.26389,-72.88722
KDXR,"Danbury, Danbury Municipal Airport",41.37167,-73.48444
KIJD,"Willimantic, Windham Airport",41.74194,-72.18361
KSNC,"Chester, Chester Airport",41.38389,-72.50583
KGED,Georgetown - Delaware Coastal Airport,38.68974,-75.36245
K33N,Delaware Airpark,39.21869,-75.60047
KDOV,Dover Air Force Base,39.13333,-75.46667
KILG,"Wilmington, New Castle County Airport",39.67442,-75.60567
KBCT,"Boca Raton, Boca Raton Airport",26.37861,-80.10778
KJAX,Jacksonville International Airport,30.49534,-81.6937
KEYW,Key West International Airport,24.55707,-81.75539
KOPF,"Miami, Opa Locka Airport",25.91,-80.28306
KBKV,Brooksville-Tampa Bay Regional Airport,28.47361,-82.45444
KPCM,"Plant City, Plant City Municipal Airport",28.0,-82.15
KORL,Orlando Executive Airport,28.54655,-81.33543
KTIX,Titusville,28.51667,-80.8
KLAL,Lakeland Linder International Airport,27.98333,-82.01667
KTLH,Tallahassee International Airport,30.39675,-84.35087
KFLL,Fort Lauderdale/Hollywood International Airport,26.07874,-80.1622
KTMB,"Miami, Kendall-Tamiami Executive Airport",25.64194,-80.43472
KMLB,Melbourne International Airport,28.09973,-80.6356
KBOW,Bartow Municipal,27.95,-81.78333
KFMY,"Fort Myers, Page Field",26.58417,-81.8625
KEVB,New Smyrna Beach Municipal Airport,29.05687,-80.94909
KLEE,Leesburg International Airport,28.82142,-81.80964
KTPA,"Tampa, Tampa International Airport",27.96139,-82.54028
KFPR,"Fort Pierce, St. Lucie County International Airport",27.49806,-80.37667
KTTS,"Titusville, NASA Shuttle Landing Facility",28.61667,-80.7
KX21,Arthur Dunn Air Park,28.62222,-80.83556
KPAM,Tyndall Air Force Base,30.06444,-85.5637
KPBI,West Palm Beach - Palm Beach International Airport,26.6851,-80.09919
KPGD,"Punta Gorda, Charlotte County Airport",26.91778,-81.99361
KFXE,"Fort Lauderdale, Fort Lauderdale Executive Airport",26.2,-80.18333
KPIE,St. Petersburg/Clearwater Airport,27.91259,-82.68554
KGIF,Winter Havens Gilbert Airport,28.06138,-81.75684
KVDF,"Tampa, Vandenberg Airport",28.01983,-82.3415
KCEW,"Crestview, Sikes Airport",30.77222,-86.52
KPMP,"Pompano Beach, Pompano Beach Airpark",26.24556,-80.11139
KPNS,Pensacola - Pensacola International Airport,30.47806,-87.18694
KFPY,Perry-Foley Airport,30.07081,-83.58154
KCLW,Clearwater Air Park,27.9742,-82.7563
KVPS,Valparaiso / Eglin Air Force Base,30.48333,-86.51667
KGNV,"Gainesville, Gainesville Regional Airport",29.69194,-82.27556
KX26,Sebastian Municipal Airport,27.81325,-80.49558
KMAI,Marianna Municipal Airport,30.83698,-85.18347
KVQQ,Cecil Airport,30.21292,-81.8707
KVRB,"Vero Beach, Vero Beach Municipal Airport",27.65556,-80.41806
KMCF,"Macdill Air Force Base, Fl.",27.85,-82.5
KMCO,Orlando International Airport,28.41826,-81.32413
KCOF,Cocoa - Patrick Air Force Base,28.24219,-80.60799
KOBE,Okeechobee County Airport,27.2628,-80.8498
KX07,Lake Wales Municipal Airport,27.89389,-81.62042
KXMR,"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip",28.46667,-80.56667
KFHB,Fernandina Beach Municipal Airport,30.61183,-81.46119
KCRG,Jacksonville Craig Municipal Airport,30.33709,-81.51275
KDED,DeLand Municipal Airport,29.067,-81.2837
K24J,Suwannee County Airport,30.3001,-83.0247
KMIA,"Miami, Miami International Airport",25.79056,-80.31639
KCTY,Cross City Airport,29.633326,-83.105458
KLCQ,Lake City Municipal Airport,30.1821,-82.5769
K54J,DeFuniak Spr AP,30.7311,-86.1538
K2J9,Quincy Municipal Airport,30.59787,-84.55743
KAAF,"Apalachicola, Apalachicola",29.72694,-85.02472
KBCR,Tri-County Airport,30.84389,-85.60175
K42J,Keystone Airpark,29.84475,-82.04753
KFIN,Flagler County Airport,29.4657,-81.20872
KVNC,Venice Municipal Airport,27.0716,-82.44033
KSEF,Sebring Regional Airport,27.45639,-81.34239
KNDZ,"Milton, Whiting Field South",30.69722,-87.02
KDAB,Daytona Beach International Airport,29.17354,-81.07186
KRSW,"Fort Myers, Southwest Florida International Airport",26.52694,-81.76639
K54A,PLACIDA,26.85,-82.25
KHRT,Hurlburt Field,30.41667,-86.68333
KOMN,"Ormond Beach, Ormond Beach Municipal Airport",29.30111,-81.11361
K2IS,Airglades Airport,26.73517,-81.05106
K28J,Palatka Kay Larkin Field,29.6586,-81.6889
KLNA,Palm Beach County Park Airport,26.59305,-80.08506
KHST,Homestead Air Reserve Base,25.49488,-80.37324
KZPH,Zephyrhills Airport,28.2281,-82.1559
KMTH,The Florida Keys - Marathon International Airport,24.72626,-81.04765
KHWO,"Hollywood, North Perry Airport",25.99889,-80.24111
KDTS,"Destin, Destin-Ft. Walton Beach Airport",30.39333,-86.4675
KSFB,Orlando / Sanford Airport,28.78333,-81.25
KF45,North Palm Beach County General Aviation Airport,26.84592,-80.22233
KAPF,"Naples, Naples Municipal Airport",26.15,-81.76667
KSGJ,Northeast Florida Regional Airport,29.95924,-81.34105
KINF,Inverness Airport,28.8086,-82.3165
KCGC,Crystal River Airport,28.8673,-82.5713
KIMM,IMMOKALEE,26.43,-81.4
KECP,Panama City - Northwest Florida Beaches International Airport,30.3582,-85.7956
KSPG,Albert Whitted Airport,27.76852,-82.62564
KK70,KEY LARGO,25.3166,-80.2833
KNIP,Jacksonville Naval Air Station,30.23468,-81.67462
KNPA,Pensacola Naval Air Station,30.35641,-87.32326
KSRQ,"Sarasota / Bradenton, Sarasota-Bradenton International Airport",27.40139,-82.55861
KNQX,Key West Naval Air Station,24.58009,-81.68293
KISM,Kissimmee Gateway Airport,28.29236,-81.43716
KNRB,Mayport Naval Station - Adm David L. McDonald Field,30.39589,-81.42286
KNSE,Milton - Whiting Field Naval Air Station North,30.72848,-87.02192
KSUA,Witham Field Airport,27.18157,-80.22519
KOCF,Ocala International Airport - Jim Taylor Field,29.16372,-82.22097
KX60,Williston Montbrook Airport,29.3557,-82.4719
K18A,Franklin County Airport,34.3404,-83.1308
KSVN,Hunter U. S. Army Airfield,32.01667,-81.15
KAJR,Cornelia Habersham County Airport,34.4998,-83.5567
KJZP,Jasper Pickens County Airport,34.45417,-84.45971
K49A,Gilmer County Airport,34.6301,-84.5271
KDZJ,Blairsville Airport,34.8544,-83.9973
K9A5,Barwick Lafayette Airport,34.6885,-85.2903
KCZL,Calhoun Tom B. David Field Airport,34.4554,-84.9392
KBGE,"Bainbridge, Decatur County Industrial Air Park Airport",30.96667,-84.63333
KBIJ,"Blakely, Early County Airport",31.39694,-84.895
KOPN,"Thomaston, Thomaston-Upson County Airport",32.955,-84.26444
KTBR,"Statesboro, Statesboro-Bulloch County Airport",32.48306,-81.73722
KFFC,Atlanta Regional Airport-Falcon Field,33.35436,-84.56893
KMHP,Metter Municipal Airport,32.37397,-82.08144
KBQK,Brunswick / Glynco,31.25,-81.46667
KEZM,"Eastman, Heart of Georgia Regional Airport",32.21417,-83.12778
KLHW,Wright Army Airfield (Fort Stewart)/Midcoast Regional Airport,31.88724,-81.56244
KFTY,Fulton County Airport-Brown Field,33.77764,-84.52461
K48A,Cochran Airport,32.3994,-83.2759
K2J5,Millen Airport,32.8935,-81.9654
KPXE,Perry-Houston County Airport,32.5106,-83.7673
KPDK,"Atlanta, De Kalb-Peachtree Airport",33.87833,-84.29806
KEBA,Elbert County - Patz Field,34.095,-82.81583
KRVJ,Swinton Smith Field at Reidsville Municipal Airport,32.05949,-82.15358
KCKF,Cordele Crisp County Airport,31.9888,-83.7739
KHQU,"Thomson, Thomson-McDuffie County Airport",33.52944,-82.51639
KLSF,Fort Benning,32.33333,-84.83333
KCCO,"Newnan, Newnan Coweta County Airport",33.31222,-84.77028
KVAD,Moody Air Force Base,30.97913,-83.19247
KVDI,"Vidalia, Vidalia Municipal Airport",32.1925,-82.37194
KCWV,Claxton Evans County Airport,32.1951,-81.8696
KLZU,Gwinnett County Airport-Briscoe Field,33.98288,-83.95842
KVLD,Valdosta Regional Airport,30.77632,-83.27389
KJYL,"Sylvania, Plantation Airpark",32.64528,-81.59639
KVPC,Cartersville Airport,34.11589,-84.85064
KMCN,Middle Georgia Regional Airport,32.68892,-83.65293
KCPP,Greene County Regional Airport,33.59797,-83.13826
KHOE,Homerville Airport,31.0559,-82.7741
KWDR,"Winder, Winder-Barrow Airport",33.98222,-83.66806
KWRB,Warner Robins Air Force Base,32.63333,-83.6
KGVL,"Gainesville, Gilmer Memorial Airport",34.27194,-83.83028
KMGE,Marietta / Dobbins Air Force Base,33.91667,-84.51667
K6A2,Griffin Spalding County Airport,33.227,-84.2749
KCNI,"Canton, Cherokee County Airport",34.31056,-84.42389
KAZE,Hazlehurst Airport,31.8847,-82.6474
KMGR,"Moultrie, Moultrie Municipal Airport",31.08472,-83.80306
KCSG,"Columbus, Columbus Metropolitan Airport",32.51611,-84.94222
KMLJ,"Milledgeville, Baldwin County Airport",33.15417,-83.24056
KTVI,Thomasville Regional Airport,30.90179,-83.88113
KFZG,Fitzgerald Municipal Airport,31.6839,-83.2709
KLGC,LaGrange-Callaway Airport,33.00617,-85.06609
KHMP,Henry County Airport,33.3899,-84.331
KABY,Southwest Georgia Regional Airport,31.53652,-84.19571
KJES,Jesup-Wayne County Airport,31.554,-81.8825
KRMG,"Rome, R. B. Russell Airport",34.34778,-85.16111
KSBO,Swainsboro Emanuel County Airport,32.6091,-82.3699
KJCA,Jackson County Airport,34.17586,-83.5616
KCVC,Covington Municipal Airport,33.632,-83.85
KPUJ,Dallas Paulding County Regional Airport,33.919,-84.952
KCTJ,Carrollton West Georgia Regional Airport,33.63,-85.15
KTMA,Tifton Henry Tift Myers,31.429,-83.4885
KTOC,Toccoa Le Tourneau Airport,34.5928,-83.2964
KACJ,Americus Souther Field Airport,32.11081,-84.18886
K6A1,Butler Municipal Airport,32.567,-84.251
KAGS,"Augusta, Bush Field",33.36444,-81.96333
KAHN,"Athens, Athens Airport",33.95083,-83.32806
KDBN,"Dublin, W H 'Bud' Barron Airport",32.56444,-82.985
KBHC,Baxley Municipal Airport,31.7138,-82.3938
KRYY,Cobb County International Airport - McCollum Field,34.01467,-84.59635
KDNL,Augusta Daniel Field,33.4669,-82.03836
KDNN,"Dalton, Dalton Municipal Airport",34.72167,-84.86917
KSAV,Savannah-Hilton Head International Airport,32.13137,-81.20226
KAMG,"Alma, Bacon County Airport",31.53611,-82.50667
K17J,Donalsonville Municipal Airport,31.00697,-84.87761
KD73,Monroe-Walton County Airport,33.78253,-83.69281
KPIM,Pine Mountain Harris County Airport,32.8407,-84.8824
KIIY,"Washington, Washington-Wilkes County Airport",33.77972,-82.81639
KATL,"Atlanta, Hartsfield - Jackson Atlanta International Airport",33.64028,-84.42694
KSSI,"Brunswick, Malcolm McKinnon Airport",31.15167,-81.39139
KCXU,Camilla-Mitchell County Airport,31.2132,-84.2352
KAYS,"Waycross / Ware County, Ga",31.25,-82.4
PGUA,"Andersen, Mariana Is, Andersen Air Force Base",13.58333,144.93333
PGUM,Guam International Airport,13.48395,144.79712
PWAK,"Wake Island, Wake Island Army Airfield Airport",19.28333,166.65
PHOG,"Kahului, Kahului Airport",20.8925,-156.43694
PHBK,"Kekaha, Pacific Missile Test Facility Barking Sands",22.03639,-159.78639
PHKO,"Kailua / Kona, Keahole Airport",19.74083,-156.05056
PHLI,"Lihue, Lihue Airport",21.98389,-159.34111
PHNY,"Lanai City, Lanai Airport",20.78556,-156.95139
PHHI,Wheeler Air Force Base / Oahu,21.48333,-158.03333
PHJR,"Oahu, Kalaeloa Airport",21.30833,-158.06806
PHNG,"Kaneohe, Marine Corps Air Station",21.45389,-157.76556
PHSF,Bradshaw Army Air Field / Hawaii,19.78333,-155.55
PHMK,"Kaunakakai, Molokai Airport",21.15,-157.1
PHNL,Daniel K Inouye International Airport,21.3275,-157.94306
PHTO,"Hilo, Hilo International Airport",19.72222,-155.05583
KSUX,"Sioux City, Sioux Gateway Airport",42.4025,-96.38444
KCKP,"Cherokee, Cherokee Municipal Airport",42.73167,-95.55583
KOLZ,Oelwein Municipal Airport,42.68316,-91.97595
KVTI,"Vinton, Vinton Veterans Memorial Airpark Airport",42.21861,-92.02583
KFFL,Fairfield Municipal Airport,41.0521,-91.98339
KOTM,Ottumwa Regional Airport,41.10082,-92.44451
KBNW,Boone Municipal,42.05,-93.85
KTNU,Newton Municipal Airport - Earl Johnson Field,41.67014,-93.01902
KBRL,Burlington Regional Airport,40.77293,-91.12543
KFOD,Fort Dodge,42.55,-94.18333
KOXV,Knoxville,41.3,-93.11667
KFSW,Fort Madison Municipal Airport,40.66154,-91.32672
KPEA,"Pella, Pella Municipal Airport",41.4,-92.93333
KLRJ,Le Mars Municipal Airport,42.77478,-96.19239
KCAV,Clarion,42.75,-93.76667
KCBF,Council Bluffs,41.26125,-95.7604
KCCY,Charles City,43.06667,-92.61667
KIIB,"Independence, Independence Municipal Airport",42.45,-91.93333
KSXK,Sioux County Regional Airport,42.98583,-96.1614
KLWD,"Lamoni, Lamoni Municipal Airport",40.63056,-93.90083
KPRO,Perry Municipal Airport,41.828,-94.1599
KTVK,Centerville Municipal Airport,40.6839,-92.901
KCID,Cedar Rapids Airport,41.88295,-91.72456
KI75,Osceola Municipal Airport,41.05222,-93.68966
KCIN,Carroll,42.05,-94.78333
KIFA,Iowa Falls Municipal Airport,42.471,-93.27
KFXY,Forest City Municipal Airport,43.235,-93.624
KMCW,Mason City Municipal Airport,43.15442,-93.32607
KGGI,Grinnell Municipal Airfield,41.7092,-92.7349
KHPT,Hampton Municipal Airport,42.72369,-93.22633
KCNC,Chariton,41.03333,-93.36667
KRDK,Red Oak,41.01667,-95.26667
KCSQ,Creston Municipal Airport,41.01886,-94.361
KMIW,"Marshalltown, Marshalltown Municipal Airport",42.11056,-92.91611
KCWI,Clinton Municipal Airport,41.82954,-90.33279
KADU,"Audubon, Audubon County Airport",41.70111,-94.92028
KDBQ,Dubuque Regional Airport,42.39837,-90.7091
KHNR,"Harlan, Harlan Municipal Airport",41.58444,-95.33972
KDEH,Decorah,43.28333,-91.73333
KMPZ,"Mount Pleasant, Mount Pleasant Municipal Airport",40.94667,-91.51111
KAIO,Atlantic,41.4,-95.05
KOOA,"Oskaloosa, Oskaloosa Municipal Airport",41.22611,-92.49361
KDNS,Denison,41.98333,-95.38333
KALO,"Waterloo, Waterloo Municipal Airport",42.55444,-92.40111
KDSM,Des Moines International Airport,41.53399,-93.65307
KAMW,"Ames, Ames Municipal Airport",41.99056,-93.61889
KSDA,Shenandoah Municipal,40.75,-95.41667
KMUT,Muscatine,41.36667,-91.15
KDVN,Davenport Municipal Airport,41.61338,-90.59479
KICL,Schenck Field Airport,40.72421,-95.02224
KMXO,Monticello Regional Airport,42.22035,-91.16041
KSHL,Sheldon,43.21667,-95.83333
KEBS,Webster City Municipal Airport,42.43724,-93.87237
KSLB,Storm Lake,42.6,-95.23333
KIKV,Ankeny Regional Airport,41.68782,-93.56944
KSPW,Spencer Municipal Airport,43.16825,-95.21008
KIOW,Iowa City Municipal Airport,41.63945,-91.5445
KAWG,Washington,41.28333,-91.66667
KAXA,Algona,43.08333,-94.26667
KEOK,Keokuk Municipal Airport,40.46149,-91.42739
KEST,"Estherville, Estherville Municipal Airport",43.40111,-94.74722
KLWS,"Lewiston, Lewiston-Nez Perce County Airport",46.37472,-117.01444
KMUO,Mountain Home Air Force Base,43.05,-115.86667
KMYL,McCall Airport,44.89425,-116.09978
KP69,Lowell,46.14417,-115.59639
KPIH,"Pocatello, Pocatello Regional Airport",42.92028,-112.57111
KGNG,Gooding Municipal Airport,42.91716,-114.76516
KRXE,"Rexburg, Rexburg-Madison County Airport",43.83167,-111.80611
K1U7,Bear Lake County Airport,42.2497,-111.3416
KGIC,Grangeville - Idaho County Airport,45.94111,-116.13257
KBOI,Boise Air Terminal,43.56704,-116.24053
KBYI,Burley Municipal Airport,42.54525,-113.7686
KSMN,"Salmon, Lemhi County Airport",45.11667,-113.88333
KCOE,Coeur d'Alene Airport - Pappy Boyington Field,47.76667,-116.81667
KSNT,"Stanley, Stanley Ranger Station",44.20861,-114.93444
KSUN,"Hailey, Friedman Memorial Airport",43.5,-114.3
KTWF,Joslin Field - Magic Valley Regional Airport,42.4785,-114.47739
KEUL,Caldwell - Caldwell Industrial Airport,43.64055,-116.63017
KMAN,Nampa Municipal Airport,43.5813,-116.5231
K65S,Boundary County Airport,48.726,-116.2952
KDIJ,"Driggs, Driggs-Reed Memorial Airport",43.74167,-111.09778
KIDA,Idaho Falls Regional Airport,43.52083,-112.06611
KSZT,"Sandpoint, Sandpoint Airport",48.29944,-116.56
KJER,Jerome County Airport,42.72736,-114.45469
KLLJ,Challis - Challis Airport,44.523,-114.21611
KCIR,Cairo Regional Airport,37.06388,-89.2232
KJOT,Joliet Regional Airport,41.51755,-88.17903
KOLY,Olney-Noble Airport,38.72133,-88.1799
KTAZ,"Taylorville, Taylorville Municipal Airport",39.53417,-89.32778
KFEP,Albertus Airport,42.24751,-89.58104
KBLV,"Belleville, Scott AFB/MidAmerica Airport",38.55,-89.85
KTIP,Rantoul National Aviation Center Airport,40.28952,-88.1473
KBMI,"Bloomington/Normal, Central Illinois Regional Airport at Bloomington-Normal",40.47694,-88.91583
KFOA,Flora Municipal Airport,38.66726,-88.4527
K06C,Schaumburg Regional Airport,41.98934,-88.10124
KFWC,"Fairfield, Fairfield Municipal Airport",38.37861,-88.41278
K1H2,"Effingham, Effingham County Memorial Airport",39.07056,-88.53333
KC09,Morris Muni-James R Washburn Field Airport,41.43164,-88.41519
KLOT,Lewis University Airport,41.60307,-88.10164
KUGN,Chicago/Waukegan Regional Airport,42.42546,-87.86339
KC75,Marshall County Airport,41.02307,-89.38854
KUIN,Quincy Regional Airport-Baldwin Field,39.9371,-91.19659
KGBG,Galesburg Municipal Airport,40.9329,-90.43339
KPIA,Peoria - General Downing-Peoria International Airport,40.6675,-89.68389
KI63,"Mount Sterling, Mount Sterling Municipal Airport",39.9875,-90.80417
KLWV,Lawrenceville-Vincennes International Airport,38.76046,-87.59903
KPNT,Pontiac Municipal Airport,40.92327,-88.6213
KPPQ,"Pittsfield, Pittsfield Penstone Municipal Airport",39.63889,-90.77833
KPRG,Edgar County Airport,39.69817,-87.6669
KMDH,Southern Illinois Airport,37.78328,-89.24532
KVYS,Illinois Valley Regional Airport,41.35175,-89.14963
K3LF,Litchfield Municipal Airport,39.16052,-89.67419
KCMI,University of Illinois - Willard,40.03245,-88.27547
KMDW,"Chicago, Chicago Midway Airport",41.78417,-87.75528
KCPS,St. Louis Downtown Airport,38.56403,-90.14871
KPWK,"Chicago / Wheeling, Pal-Waukee Airport",42.12083,-87.90472
KM30,Metropolis Municipal Airport,37.18243,-88.74885
KRFD,"Rockford, Greater Rockford Airport",42.19278,-89.09333
KAAA,Logan County Airport,40.15885,-89.33891
KORD,"Chicago, Chicago-O'Hare International Airport",41.97972,-87.90444
KMLI,Moline Quad-City Airport,41.4482,-90.52359
KRPJ,"Rochelle, Rochelle Municipal-Koritz Field Airport",41.89057,-89.08175
KDEC,Decatur Airport,39.8308,-88.87192
KMQB,Macomb Municipal Airport,40.51763,-90.64807
KDKB,De Kalb Taylor Municipal Airport,41.93381,-88.70657
KHSB,Harrisburg-Raleigh Airport,37.81281,-88.54486
KSAR,Sparta Community-Hunter Field Airport,38.14624,-89.70243
KDNV,"Danville, Vermilion County Airport",40.19944,-87.59556
KALN,St. Louis Regional Airport,38.88968,-90.03163
KDPA,"Chicago / West Chicago, Dupage Airport",41.89639,-88.25111
KMTO,"Mattoon / Charleston, Coles County Memorial Airport",39.47806,-88.27917
KMVN,Mount Vernon Airport,38.32842,-88.85292
KMWA,Marion - Williamson County Regional Airport,37.76671,-89.00993
KIGQ,Lansing Municipal Airport,41.54125,-87.52822
KARR,Aurora Municipal Airport,41.77132,-88.48147
KIJX,Jacksonville Municipal Airport,39.77401,-90.24187
KIKK,Greater Kankakee Airport,41.06871,-87.85372
KSLO,"Salem, Salem-Leckrone Airport",38.64278,-88.96417
KSPI,Springfield - Abraham Lincoln Capital Airport,39.84527,-89.68405
KAJG,"Mount Carmel, Mount Carmel Municipal Airport",38.60928,-87.72508
KENL,Centralia Municipal Airport,38.50951,-89.08996
KEYE,"Indianapolis, Eagle Creek Airpark",39.825,-86.29583
KC62,Kendallville Municipal Airport,41.4739,-85.2541
KFRH,French Lick Municipal Airport,38.50622,-86.63694
KGPC,Putnam County Regional Airport,39.6354,-86.8155
KBMG,"Bloomington, Monroe County Airport",39.14306,-86.61667
KLAF,"Lafayette, Purdue University Airport",40.4125,-86.9475
KPLD,Portland Municipal Airport,40.45158,-84.98903
KFWA,Fort Wayne International Airport,40.97251,-85.20637
KHLB,Batesville Airport,39.34313,-85.25843
KBFR,Virgil I Grissom Municipal Airport,38.84003,-86.44536
KHHG,Huntington Municipal Airport,40.8529,-85.4571
KRID,Richmond Municipal Airport,39.7572,-84.8428
KGEZ,Shelbyville Municipal Airport,39.58546,-85.79982
KIMS,Madison Municipal Airport,38.7589,-85.4655
KFKR,Frankfort Municipal Airport,40.2734,-86.5622
KUMP,Indianapolis Metro Airport,39.9354,-86.04507
KVPZ,Valparaiso Porter County Municipal Airport,41.45349,-86.99805
KC65,Plymouth,41.36667,-86.3
KANQ,Angola Tri-State Steuben County Airport,41.6404,-85.0851
KRZL,Rensselaer Jasper County Airport,40.94789,-87.18258
KGGP,Logansport/Cass County Airport,40.711,-86.373
KRCR,Rochester Fulton County Airport,41.06553,-86.18169
KMZZ,Marion Municipal Airport,40.49,-85.68
KGWB,Auburn De Kalb County Airport,41.307,-85.064
KGSH,"Goshen, Goshen Municipal Airport",41.52611,-85.78667
KGUS,Grissom Air Force Base / Peru,40.65,-86.15
KGYY,Gary Regional Airport,41.61212,-87.40908
KDCY,Daviess County Airport,38.7004,-87.1297
KMIE,"Muncie, Delaware County-Johnson Field",40.23417,-85.39361
KCFJ,Crawfordsville Municipal Airport,39.9756,-86.9199
KTYQ,INDIANAPOLIS,40.03066,-86.2515
KJVY,Clark Regional Airport,38.36661,-85.73814
KMGC,Michigan City Municipal Airport,41.7033,-86.8212
KPPO,La Porte Municipal Airport,41.5725,-86.7345
KHNB,Huntingburg,38.25,-86.95
KAID,Anderson Municipal Airport,40.10612,-85.60977
KMCX,Monticello White County Airport,40.7088,-86.7668
KOKK,"Kokomo, Kokomo Municipal Airport",40.53333,-86.06667
KHUF,Terre Haute Regional Airport,39.4429,-87.32207
KSBN,South Bend International Airport,41.70889,-86.31861
KUWL,New Castle Henry County Airport,39.87672,-85.32527
KHFY,Greenwood Municipal Airport,39.6276,-86.088
K2R2,Hendricks County Airport-Gordon Graham Field,39.74678,-86.47517
KEKM,Elkhart Municipal,41.71667,-86.0
KIND,Indianapolis International Airport,39.72518,-86.2816
KASW,"Warsaw, Warsaw Municipal Airport",41.27444,-85.84
KMQJ,Indianapolis Regional Airport,39.84314,-85.89774
KBAK,Columbus / Bakalar,39.26667,-85.9
KEVV,"Evansville, Evansville Regional Airport",38.04306,-87.52028
